	WGD	Rate	Number of Leaves	n	Method	filename	rf	grf	quartet	Unnamed: 0
14601	nowgd	0.01	10	5	medicc	data_nowgd_0.01_10_5	4.0	0.18185902	0.04848485	11356.0
14602	nowgd	0.01	10	6	euclidean_nj	data_nowgd_0.01_10_6	2.0	0.12542351	0.05454545	11357.0
14603	nowgd	0.01	10	6	manhattan_nj	data_nowgd_0.01_10_6	0.0	0.0	0.0	11358.0
14604	nowgd	0.01	10	6	euclidean_fastme	data_nowgd_0.01_10_6	2.0	0.12542351	0.05454545	11359.0
14605	nowgd	0.01	10	6	manhattan_fastme	data_nowgd_0.01_10_6	0.0	0.0	0.0	11360.0
14606	nowgd	0.01	10	6	MEDALT	data_nowgd_0.01_10_6	0.0	0.0	0.0	11361.0
14607	nowgd	0.01	10	6	medicc	data_nowgd_0.01_10_6	0.0	0.0	0.0	11362.0
14608	nowgd	0.01	10	7	euclidean_nj	data_nowgd_0.01_10_7	4.0	0.1786624	0.1030303	11363.0
14609	nowgd	0.01	10	7	manhattan_nj	data_nowgd_0.01_10_7	2.0	0.09839883	0.06060606	11364.0
14610	nowgd	0.01	10	7	euclidean_fastme	data_nowgd_0.01_10_7	4.0	0.1786624	0.1030303	11365.0
14611	nowgd	0.01	10	7	manhattan_fastme	data_nowgd_0.01_10_7	0.0	0.0	0.0	11366.0
14612	nowgd	0.01	10	7	MEDALT	data_nowgd_0.01_10_7	6.0	0.3073515	0.1287879	11367.0
14613	nowgd	0.01	10	7	medicc	data_nowgd_0.01_10_7	2.0	0.09307423	0.04242424	11368.0
14614	nowgd	0.01	10	8	euclidean_nj	data_nowgd_0.01_10_8	10.0	0.4398175	0.3484848	11369.0
14615	nowgd	0.01	10	8	manhattan_nj	data_nowgd_0.01_10_8	10.0	0.4281995	0.3272727	11370.0
14616	nowgd	0.01	10	8	euclidean_fastme	data_nowgd_0.01_10_8	10.0	0.4902531	0.4151515	11371.0
14617	nowgd	0.01	10	8	manhattan_fastme	data_nowgd_0.01_10_8	6.0	0.2830628	0.1787879	11372.0
14618	nowgd	0.01	10	8	MEDALT	data_nowgd_0.01_10_8	9.0	0.5066661	0.3287879	11373.0
14619	nowgd	0.01	10	8	medicc	data_nowgd_0.01_10_8	10.0	0.4339104	0.3454545	11374.0
14620	nowgd	0.01	10	9	euclidean_nj	data_nowgd_0.01_10_9	4.0	0.16200117	0.06666667	11375.0
14621	nowgd	0.01	10	9	manhattan_nj	data_nowgd_0.01_10_9	2.0	0.11267215	0.04242424	11376.0
14622	nowgd	0.01	10	9	euclidean_fastme	data_nowgd_0.01_10_9	2.0	0.09092951	0.02424242	11377.0
14623	nowgd	0.01	10	9	manhattan_fastme	data_nowgd_0.01_10_9	2.0	0.09892431	0.04242424	11378.0
14624	nowgd	0.01	10	9	MEDALT	data_nowgd_0.01_10_9	10.0	0.4799618	0.3030303	11379.0
14625	nowgd	0.01	10	9	medicc	data_nowgd_0.01_10_9	2.0	0.11267215	0.04242424	11380.0
14626	nowgd	0.01	15	0	euclidean_nj	data_nowgd_0.01_15_0	8.0	0.2601334	0.2923077	11381.0
14627	nowgd	0.01	15	0	manhattan_nj	data_nowgd_0.01_15_0	2.0	0.08090765	0.04395604	11382.0
14628	nowgd	0.01	15	0	euclidean_fastme	data_nowgd_0.01_15_0	6.0	0.1784181	0.156044	11383.0
14629	nowgd	0.01	15	0	manhattan_fastme	data_nowgd_0.01_15_0	4.0	0.13944849	0.06868132	11384.0
14630	nowgd	0.01	15	0	MEDALT	data_nowgd_0.01_15_0	6.0	0.2055072	0.1230769	11385.0
14631	nowgd	0.01	15	0	medicc	data_nowgd_0.01_15_0	2.0	0.08090765	0.04395604	11386.0
14632	nowgd	0.01	15	1	euclidean_nj	data_nowgd_0.01_15_1	4.0	0.11416372	0.05054945	11387.0
14633	nowgd	0.01	15	1	manhattan_nj	data_nowgd_0.01_15_1	8.0	0.1912542	0.08846154	11388.0
14634	nowgd	0.01	15	1	euclidean_fastme	data_nowgd_0.01_15_1	8.0	0.20786272	0.07087912	11389.0
14635	nowgd	0.01	15	1	manhattan_fastme	data_nowgd_0.01_15_1	8.0	0.1912542	0.08846154	11390.0
14636	nowgd	0.01	15	1	MEDALT	data_nowgd_0.01_15_1	11.0	0.4209019	0.192033	11391.0
14637	nowgd	0.01	15	1	medicc	data_nowgd_0.01_15_1	4.0	0.11087273	0.02637363	11392.0
14638	nowgd	0.01	15	10	euclidean_nj	data_nowgd_0.01_15_10	6.0	0.17521123	0.07967033	11393.0
14639	nowgd	0.01	15	10	manhattan_nj	data_nowgd_0.01_15_10	10.0	0.2641208	0.1807692	11394.0
14640	nowgd	0.01	15	10	euclidean_fastme	data_nowgd_0.01_15_10	10.0	0.2630899	0.1274725	11395.0
14641	nowgd	0.01	15	10	manhattan_fastme	data_nowgd_0.01_15_10	12.0	0.3564015	0.2346154	11396.0
14642	nowgd	0.01	15	10	MEDALT	data_nowgd_0.01_15_10	8.0	0.3290058	0.1598901	11397.0
14643	nowgd	0.01	15	10	medicc	data_nowgd_0.01_15_10	8.0	0.20476926	0.08846154	11398.0
14644	nowgd	0.01	15	11	euclidean_nj	data_nowgd_0.01_15_11	10.0	0.308853	0.2412088	11399.0
14645	nowgd	0.01	15	11	manhattan_nj	data_nowgd_0.01_15_11	6.0	0.1976178	0.1631868	11400.0
14646	nowgd	0.01	15	11	euclidean_fastme	data_nowgd_0.01_15_11	8.0	0.2399553	0.2016484	11401.0
14647	nowgd	0.01	15	11	manhattan_fastme	data_nowgd_0.01_15_11	8.0	0.2951661	0.2708791	11402.0
14648	nowgd	0.01	15	11	MEDALT	data_nowgd_0.01_15_11	11.0	0.3493634	0.2357143	11403.0
14649	nowgd	0.01	15	11	medicc	data_nowgd_0.01_15_11	4.0	0.14842426	0.07087912	11404.0
14650	nowgd	0.01	15	12	euclidean_nj	data_nowgd_0.01_15_12	8.0	0.2667435	0.2285714	11405.0
14651	nowgd	0.01	15	12	manhattan_nj	data_nowgd_0.01_15_12	8.0	0.2618332	0.2241758	11406.0
14652	nowgd	0.01	15	12	euclidean_fastme	data_nowgd_0.01_15_12	8.0	0.29285	0.2351648	11407.0
14653	nowgd	0.01	15	12	manhattan_fastme	data_nowgd_0.01_15_12	6.0	0.2094055	0.1587912	11408.0
14654	nowgd	0.01	15	12	MEDALT	data_nowgd_0.01_15_12	9.0	0.3357519	0.2054945	11409.0
14655	nowgd	0.01	15	12	medicc	data_nowgd_0.01_15_12	6.0	0.2076281	0.1538462	11410.0
14656	nowgd	0.01	15	13	euclidean_nj	data_nowgd_0.01_15_13	6.0	0.18259779	0.06593407	11411.0
14657	nowgd	0.01	15	13	manhattan_nj	data_nowgd_0.01_15_13	4.0	0.12072355	0.02637363	11412.0
14658	nowgd	0.01	15	13	euclidean_fastme	data_nowgd_0.01_15_13	8.0	0.2397123	0.1236264	11413.0
14659	nowgd	0.01	15	13	manhattan_fastme	data_nowgd_0.01_15_13	6.0	0.16078526	0.04835165	11414.0
14660	nowgd	0.01	15	13	MEDALT	data_nowgd_0.01_15_13	5.0	0.1536991	0.1098901	11415.0
14661	nowgd	0.01	15	13	medicc	data_nowgd_0.01_15_13	6.0	0.15559811	0.04835165	11416.0
14662	nowgd	0.01	15	14	euclidean_nj	data_nowgd_0.01_15_14	0.0	0.0	0.0	11417.0
14663	nowgd	0.01	15	14	manhattan_nj	data_nowgd_0.01_15_14	2.0	0.07926657	0.04395604	11418.0
14664	nowgd	0.01	15	14	euclidean_fastme	data_nowgd_0.01_15_14	0.0	0.0	0.0	11419.0
14665	nowgd	0.01	15	14	manhattan_fastme	data_nowgd_0.01_15_14	10.0	0.2959804	0.1489011	11420.0
14666	nowgd	0.01	15	14	MEDALT	data_nowgd_0.01_15_14	9.0	0.2712968	0.1159341	11421.0
14667	nowgd	0.01	15	14	medicc	data_nowgd_0.01_15_14	0.0	0.0	0.0	11422.0
14668	nowgd	0.01	15	15	euclidean_nj	data_nowgd_0.01_15_15	10.0	0.3109827	0.2313187	11423.0
14669	nowgd	0.01	15	15	manhattan_nj	data_nowgd_0.01_15_15	8.0	0.2520672	0.171978	11424.0
14670	nowgd	0.01	15	15	euclidean_fastme	data_nowgd_0.01_15_15	10.0	0.3109827	0.2313187	11425.0
14671	nowgd	0.01	15	15	manhattan_fastme	data_nowgd_0.01_15_15	8.0	0.2520672	0.171978	11426.0
14672	nowgd	0.01	15	15	MEDALT	data_nowgd_0.01_15_15	7.0	0.2673843	0.1953297	11427.0
14673	nowgd	0.01	15	15	medicc	data_nowgd_0.01_15_15	8.0	0.2520672	0.171978	11428.0
14674	nowgd	0.01	15	16	euclidean_nj	data_nowgd_0.01_15_16	6.0	0.1802276	0.1626374	11429.0
14675	nowgd	0.01	15	16	manhattan_nj	data_nowgd_0.01_15_16	6.0	0.1802276	0.1626374	11430.0
14676	nowgd	0.01	15	16	euclidean_fastme	data_nowgd_0.01_15_16	6.0	0.1851825	0.1626374	11431.0
14677	nowgd	0.01	15	16	manhattan_fastme	data_nowgd_0.01_15_16	10.0	0.2236249	0.1917582	11432.0
14678	nowgd	0.01	15	16	MEDALT	data_nowgd_0.01_15_16	7.0	0.3148404	0.2159341	11433.0
14679	nowgd	0.01	15	16	medicc	data_nowgd_0.01_15_16	2.0	0.06666164	0.02417582	11434.0
14680	nowgd	0.01	15	17	euclidean_nj	data_nowgd_0.01_15_17	10.0	0.2425469	0.110989	11435.0
14681	nowgd	0.01	15	17	manhattan_nj	data_nowgd_0.01_15_17	12.0	0.2761967	0.1181319	11436.0
14682	nowgd	0.01	15	17	euclidean_fastme	data_nowgd_0.01_15_17	10.0	0.2425469	0.110989	11437.0
14683	nowgd	0.01	15	17	manhattan_fastme	data_nowgd_0.01_15_17	8.0	0.1915686	0.1197802	11438.0
14684	nowgd	0.01	15	17	MEDALT	data_nowgd_0.01_15_17	10.0	0.2788363	0.1255495	11439.0
14685	nowgd	0.01	15	17	medicc	data_nowgd_0.01_15_17	2.0	0.08157601	0.03956044	11440.0
14686	nowgd	0.01	15	18	euclidean_nj	data_nowgd_0.01_15_18	6.0	0.18257053	0.07802198	11441.0
14687	nowgd	0.01	15	18	manhattan_nj	data_nowgd_0.01_15_18	4.0	0.13544063	0.07087912	11442.0
14688	nowgd	0.01	15	18	euclidean_fastme	data_nowgd_0.01_15_18	6.0	0.18257053	0.07802198	11443.0
14689	nowgd	0.01	15	18	manhattan_fastme	data_nowgd_0.01_15_18	4.0	0.13544063	0.07087912	11444.0
14690	nowgd	0.01	15	18	MEDALT	data_nowgd_0.01_15_18	10.0	0.2711609	0.1568681	11445.0
14691	nowgd	0.01	15	18	medicc	data_nowgd_0.01_15_18	2.0	0.06746479	0.01813187	11446.0
14692	nowgd	0.01	15	19	euclidean_nj	data_nowgd_0.01_15_19	6.0	0.1673169	0.139011	11447.0
14693	nowgd	0.01	15	19	manhattan_nj	data_nowgd_0.01_15_19	8.0	0.2218875	0.1901099	11448.0
14694	nowgd	0.01	15	19	euclidean_fastme	data_nowgd_0.01_15_19	6.0	0.1673169	0.139011	11449.0
14695	nowgd	0.01	15	19	manhattan_fastme	data_nowgd_0.01_15_19	8.0	0.2218875	0.1901099	11450.0
14696	nowgd	0.01	15	19	MEDALT	data_nowgd_0.01_15_19	10.0	0.344646	0.1956044	11451.0
14697	nowgd	0.01	15	19	medicc	data_nowgd_0.01_15_19	6.0	0.166157	0.139011	11452.0
14698	nowgd	0.01	15	2	euclidean_nj	data_nowgd_0.01_15_2	6.0	0.18765014	0.04835165	11453.0
14699	nowgd	0.01	15	2	manhattan_nj	data_nowgd_0.01_15_2	0.0	0.0	0.0	11454.0
14700	nowgd	0.01	15	2	euclidean_fastme	data_nowgd_0.01_15_2	6.0	0.18765014	0.04835165	11455.0
14701	nowgd	0.01	15	2	manhattan_fastme	data_nowgd_0.01_15_2	0.0	0.0	0.0	11456.0
14702	nowgd	0.01	15	2	MEDALT	data_nowgd_0.01_15_2	8.0	0.2333585	0.128022	11457.0
14703	nowgd	0.01	15	2	medicc	data_nowgd_0.01_15_2	4.0	0.12533152	0.03736264	11458.0
14704	nowgd	0.01	15	20	euclidean_nj	data_nowgd_0.01_15_20	2.0	0.09666616	0.07032967	11459.0
14705	nowgd	0.01	15	20	manhattan_nj	data_nowgd_0.01_15_20	4.0	0.152946	0.09230769	11460.0
14706	nowgd	0.01	15	20	euclidean_fastme	data_nowgd_0.01_15_20	2.0	0.09666616	0.07032967	11461.0
14707	nowgd	0.01	15	20	manhattan_fastme	data_nowgd_0.01_15_20	4.0	0.10694011	0.06593407	11462.0
14708	nowgd	0.01	15	20	MEDALT	data_nowgd_0.01_15_20	8.0	0.2654163	0.1741758	11463.0
14709	nowgd	0.01	15	20	medicc	data_nowgd_0.01_15_20	2.0	0.09666616	0.07032967	11464.0
14710	nowgd	0.01	15	21	euclidean_nj	data_nowgd_0.01_15_21	6.0	0.14480463	0.04725275	11465.0
14711	nowgd	0.01	15	21	manhattan_nj	data_nowgd_0.01_15_21	6.0	0.18971509	0.07362637	11466.0
14712	nowgd	0.01	15	21	euclidean_fastme	data_nowgd_0.01_15_21	6.0	0.14480463	0.04725275	11467.0
14713	nowgd	0.01	15	21	manhattan_fastme	data_nowgd_0.01_15_21	4.0	0.09164007	0.01428571	11468.0
14714	nowgd	0.01	15	21	MEDALT	data_nowgd_0.01_15_21	8.0	0.2191984	0.1348901	11469.0
14715	nowgd	0.01	15	21	medicc	data_nowgd_0.01_15_21	6.0	0.1414035	0.05384615	11470.0
14716	nowgd	0.01	15	22	euclidean_nj	data_nowgd_0.01_15_22	8.0	0.2130552	0.1258242	11471.0
14717	nowgd	0.01	15	22	manhattan_nj	data_nowgd_0.01_15_22	4.0	0.1382358	0.1054945	11472.0
14718	nowgd	0.01	15	22	euclidean_fastme	data_nowgd_0.01_15_22	8.0	0.2100066	0.1258242	11473.0
14719	nowgd	0.01	15	22	manhattan_fastme	data_nowgd_0.01_15_22	2.0	0.08639157	0.05274725	11474.0
14720	nowgd	0.01	15	22	MEDALT	data_nowgd_0.01_15_22	10.0	0.3047967	0.2236264	11475.0
14721	nowgd	0.01	15	22	medicc	data_nowgd_0.01_15_22	2.0	0.08145961	0.05274725	11476.0
14722	nowgd	0.01	15	23	euclidean_nj	data_nowgd_0.01_15_23	2.0	0.06945889	0.02417582	11477.0
14723	nowgd	0.01	15	23	manhattan_nj	data_nowgd_0.01_15_23	4.0	0.12751143	0.06813187	11478.0
14724	nowgd	0.01	15	23	euclidean_fastme	data_nowgd_0.01_15_23	2.0	0.06945889	0.02417582	11479.0
14725	nowgd	0.01	15	23	manhattan_fastme	data_nowgd_0.01_15_23	4.0	0.12751143	0.06813187	11480.0
14726	nowgd	0.01	15	23	MEDALT	data_nowgd_0.01_15_23	7.0	0.2714407	0.1431319	11481.0
14727	nowgd	0.01	15	23	medicc	data_nowgd_0.01_15_23	2.0	0.06945889	0.02417582	11482.0
14728	nowgd	0.01	15	24	euclidean_nj	data_nowgd_0.01_15_24	2.0	0.08340955	0.05934066	11483.0
14729	nowgd	0.01	15	24	manhattan_nj	data_nowgd_0.01_15_24	2.0	0.08340955	0.05934066	11484.0
14730	nowgd	0.01	15	24	euclidean_fastme	data_nowgd_0.01_15_24	4.0	0.14880963	0.09230769	11485.0
14731	nowgd	0.01	15	24	manhattan_fastme	data_nowgd_0.01_15_24	4.0	0.1611812	0.1631868	11486.0
14732	nowgd	0.01	15	24	MEDALT	data_nowgd_0.01_15_24	7.0	0.1763097	0.117033	11487.0
14733	nowgd	0.01	15	24	medicc	data_nowgd_0.01_15_24	2.0	0.0938477	0.05934066	11488.0
14734	nowgd	0.01	15	3	euclidean_nj	data_nowgd_0.01_15_3	6.0	0.1947151	0.1461538	11489.0
14735	nowgd	0.01	15	3	manhattan_nj	data_nowgd_0.01_15_3	4.0	0.12653244	0.04010989	11490.0
14736	nowgd	0.01	15	3	euclidean_fastme	data_nowgd_0.01_15_3	8.0	0.2224942	0.1593407	11491.0
14737	nowgd	0.01	15	3	manhattan_fastme	data_nowgd_0.01_15_3	2.0	0.07318419	0.02197802	11492.0
14738	nowgd	0.01	15	3	MEDALT	data_nowgd_0.01_15_3	4.0	0.14066368	0.09423077	11493.0
14739	nowgd	0.01	15	3	medicc	data_nowgd_0.01_15_3	0.0	0.0	0.0	11494.0
14740	nowgd	0.01	15	4	euclidean_nj	data_nowgd_0.01_15_4	10.0	0.27421684	0.07362637	11495.0
14741	nowgd	0.01	15	4	manhattan_nj	data_nowgd_0.01_15_4	4.0	0.07382282	0.02032967	11496.0
14742	nowgd	0.01	15	4	euclidean_fastme	data_nowgd_0.01_15_4	8.0	0.21430497	0.09945055	11497.0
14743	nowgd	0.01	15	4	manhattan_fastme	data_nowgd_0.01_15_4	6.0	0.15949849	0.04450549	11498.0
14744	nowgd	0.01	15	4	MEDALT	data_nowgd_0.01_15_4	10.0	0.2448769	0.1324176	11499.0
14745	nowgd	0.01	15	4	medicc	data_nowgd_0.01_15_4	6.0	0.1692612	0.0489011	11500.0
14746	nowgd	0.01	15	5	euclidean_nj	data_nowgd_0.01_15_5	2.0	0.07332369	0.02417582	11501.0
14747	nowgd	0.01	15	5	manhattan_nj	data_nowgd_0.01_15_5	6.0	0.1678421	0.1302198	11502.0
14748	nowgd	0.01	15	5	euclidean_fastme	data_nowgd_0.01_15_5	6.0	0.14762234	0.06428571	11503.0
14749	nowgd	0.01	15	5	manhattan_fastme	data_nowgd_0.01_15_5	6.0	0.1678421	0.1302198	11504.0
14750	nowgd	0.01	15	5	MEDALT	data_nowgd_0.01_15_5	11.0	0.3542875	0.1788462	11505.0
14751	nowgd	0.01	15	5	medicc	data_nowgd_0.01_15_5	6.0	0.13659798	0.04450549	11506.0
14752	nowgd	0.01	15	6	euclidean_nj	data_nowgd_0.01_15_6	12.0	0.3339564	0.2461538	11507.0
14753	nowgd	0.01	15	6	manhattan_nj	data_nowgd_0.01_15_6	6.0	0.13519435	0.04725275	11508.0
14754	nowgd	0.01	15	6	euclidean_fastme	data_nowgd_0.01_15_6	8.0	0.19503987	0.06043956	11509.0
14755	nowgd	0.01	15	6	manhattan_fastme	data_nowgd_0.01_15_6	8.0	0.2067373	0.1241758	11510.0
14756	nowgd	0.01	15	6	MEDALT	data_nowgd_0.01_15_6	9.0	0.3342193	0.1478022	11511.0
14757	nowgd	0.01	15	6	medicc	data_nowgd_0.01_15_6	12.0	0.2818919	0.1857143	11512.0
14758	nowgd	0.01	15	7	euclidean_nj	data_nowgd_0.01_15_7	4.0	0.163648	0.1252747	11513.0
14759	nowgd	0.01	15	7	manhattan_nj	data_nowgd_0.01_15_7	2.0	0.08312788	0.02637363	11514.0
14760	nowgd	0.01	15	7	euclidean_fastme	data_nowgd_0.01_15_7	6.0	0.2107292	0.1384615	11515.0
14761	nowgd	0.01	15	7	manhattan_fastme	data_nowgd_0.01_15_7	10.0	0.3012106	0.1956044	11516.0
14762	nowgd	0.01	15	7	MEDALT	data_nowgd_0.01_15_7	13.0	0.4168602	0.232967	11517.0
14763	nowgd	0.01	15	7	medicc	data_nowgd_0.01_15_7	2.0	0.08312788	0.02637363	11518.0
14764	nowgd	0.01	15	8	euclidean_nj	data_nowgd_0.01_15_8	0.0	0.0	0.0	11519.0
14765	nowgd	0.01	15	8	manhattan_nj	data_nowgd_0.01_15_8	0.0	0.0	0.0	11520.0
14766	nowgd	0.01	15	8	euclidean_fastme	data_nowgd_0.01_15_8	2.0	0.07978045	0.02692308	11521.0
14767	nowgd	0.01	15	8	manhattan_fastme	data_nowgd_0.01_15_8	0.0	0.0	0.0	11522.0
14768	nowgd	0.01	15	8	MEDALT	data_nowgd_0.01_15_8	7.0	0.1782125	0.1027473	11523.0
14769	nowgd	0.01	15	8	medicc	data_nowgd_0.01_15_8	0.0	0.0	0.0	11524.0
14770	nowgd	0.01	15	9	euclidean_nj	data_nowgd_0.01_15_9	14.0	0.375335	0.2307692	11525.0
14771	nowgd	0.01	15	9	manhattan_nj	data_nowgd_0.01_15_9	6.0	0.17577088	0.05989011	11526.0
14772	nowgd	0.01	15	9	euclidean_fastme	data_nowgd_0.01_15_9	14.0	0.3461435	0.1824176	11527.0
14773	nowgd	0.01	15	9	manhattan_fastme	data_nowgd_0.01_15_9	12.0	0.2949718	0.1461538	11528.0
14774	nowgd	0.01	15	9	MEDALT	data_nowgd_0.01_15_9	10.0	0.337154	0.1607143	11529.0
14775	nowgd	0.01	15	9	medicc	data_nowgd_0.01_15_9	4.0	0.11453532	0.03351648	11530.0
14776	nowgd	0.01	20	0	euclidean_nj	data_nowgd_0.01_20_0	6.0	0.15042	0.1894737	11531.0
14777	nowgd	0.01	20	0	manhattan_nj	data_nowgd_0.01_20_0	10.0	0.2283502	0.2125313	11532.0
14778	nowgd	0.01	20	0	euclidean_fastme	data_nowgd_0.01_20_0	6.0	0.15042	0.1894737	11533.0
14779	nowgd	0.01	20	0	manhattan_fastme	data_nowgd_0.01_20_0	14.0	0.2771798	0.2238931	11534.0
14780	nowgd	0.01	20	0	MEDALT	data_nowgd_0.01_20_0	16.0	0.3374276	0.233584	11535.0
14781	nowgd	0.01	20	0	medicc	data_nowgd_0.01_20_0	6.0	0.13110839	0.08421053	11536.0
14782	nowgd	0.01	20	1	euclidean_nj	data_nowgd_0.01_20_1	10.0	0.19612293	0.06349206	11537.0
14783	nowgd	0.01	20	1	manhattan_nj	data_nowgd_0.01_20_1	12.0	0.21415477	0.06649958	11538.0
14784	nowgd	0.01	20	1	euclidean_fastme	data_nowgd_0.01_20_1	12.0	0.21858151	0.06934002	11539.0
14785	nowgd	0.01	20	1	manhattan_fastme	data_nowgd_0.01_20_1	10.0	0.1993571	0.0748538	11540.0
14786	nowgd	0.01	20	1	MEDALT	data_nowgd_0.01_20_1	14.0	0.3233917	0.2077694	11541.0
14787	nowgd	0.01	20	1	medicc	data_nowgd_0.01_20_1	12.0	0.21415477	0.06649958	11542.0
14788	nowgd	0.01	20	10	euclidean_nj	data_nowgd_0.01_20_10	4.0	0.10193167	0.04578112	11543.0
14789	nowgd	0.01	20	10	manhattan_nj	data_nowgd_0.01_20_10	10.0	0.17004951	0.05747703	11544.0
14790	nowgd	0.01	20	10	euclidean_fastme	data_nowgd_0.01_20_10	8.0	0.1519349	0.05179616	11545.0
14791	nowgd	0.01	20	10	manhattan_fastme	data_nowgd_0.01_20_10	8.0	0.13871412	0.05446951	11546.0
14792	nowgd	0.01	20	10	MEDALT	data_nowgd_0.01_20_10	12.0	0.2581978	0.1119465	11547.0
14793	nowgd	0.01	20	10	medicc	data_nowgd_0.01_20_10	4.0	0.061756084	0.006015038	11548.0
14794	nowgd	0.01	20	11	euclidean_nj	data_nowgd_0.01_20_11	4.0	0.0879805	0.01804511	11549.0
14795	nowgd	0.01	20	11	manhattan_nj	data_nowgd_0.01_20_11	8.0	0.16693474	0.07886383	11550.0
14796	nowgd	0.01	20	11	euclidean_fastme	data_nowgd_0.01_20_11	6.0	0.14984272	0.05981621	11551.0
14797	nowgd	0.01	20	11	manhattan_fastme	data_nowgd_0.01_20_11	10.0	0.1931725	0.0845447	11552.0
14798	nowgd	0.01	20	11	MEDALT	data_nowgd_0.01_20_11	12.0	0.2938105	0.2611529	11553.0
14799	nowgd	0.01	20	11	medicc	data_nowgd_0.01_20_11	4.0	0.10053395	0.04477861	11554.0
14800	nowgd	0.01	20	12	euclidean_nj	data_nowgd_0.01_20_12	4.0	0.09744916	0.02706767	11555.0
14801	nowgd	0.01	20	12	manhattan_nj	data_nowgd_0.01_20_12	8.0	0.11560185	0.04544695	11556.0
14802	nowgd	0.01	20	12	euclidean_fastme	data_nowgd_0.01_20_12	6.0	0.12917119	0.03007519	11557.0
14803	nowgd	0.01	20	12	manhattan_fastme	data_nowgd_0.01_20_12	12.0	0.2128774	0.0962406	11558.0
14804	nowgd	0.01	20	12	MEDALT	data_nowgd_0.01_20_12	14.0	0.3736459	0.2504595	11559.0
14805	nowgd	0.01	20	12	medicc	data_nowgd_0.01_20_12	4.0	0.08208392	0.02472849	11560.0
14806	nowgd	0.01	20	13	euclidean_nj	data_nowgd_0.01_20_13	8.0	0.13672348	0.03842941	11561.0
14807	nowgd	0.01	20	13	manhattan_nj	data_nowgd_0.01_20_13	10.0	0.2151036	0.1493734	11562.0
14808	nowgd	0.01	20	13	euclidean_fastme	data_nowgd_0.01_20_13	6.0	0.08778468	0.01436926	11563.0
14809	nowgd	0.01	20	13	manhattan_fastme	data_nowgd_0.01_20_13	8.0	0.15627646	0.08905597	11564.0
14810	nowgd	0.01	20	13	MEDALT	data_nowgd_0.01_20_13	16.0	0.3794687	0.1847118	11565.0
14811	nowgd	0.01	20	13	medicc	data_nowgd_0.01_20_13	6.0	0.13835267	0.07836257	11566.0
14812	nowgd	0.01	20	14	euclidean_nj	data_nowgd_0.01_20_14	12.0	0.2426826	0.2175439	11567.0
14813	nowgd	0.01	20	14	manhattan_nj	data_nowgd_0.01_20_14	12.0	0.2550753	0.2422723	11568.0
14814	nowgd	0.01	20	14	euclidean_fastme	data_nowgd_0.01_20_14	10.0	0.1618423	0.1630744	11569.0
14815	nowgd	0.01	20	14	manhattan_fastme	data_nowgd_0.01_20_14	12.0	0.2547479	0.2598162	11570.0
14816	nowgd	0.01	20	14	MEDALT	data_nowgd_0.01_20_14	12.0	0.2724503	0.1432749	11571.0
14817	nowgd	0.01	20	14	medicc	data_nowgd_0.01_20_14	4.0	0.10686306	0.07218045	11572.0
14818	nowgd	0.01	20	15	euclidean_nj	data_nowgd_0.01_20_15	14.0	0.3487545	0.3251462	11573.0
14819	nowgd	0.01	20	15	manhattan_nj	data_nowgd_0.01_20_15	14.0	0.3267307	0.2960735	11574.0
14820	nowgd	0.01	20	15	euclidean_fastme	data_nowgd_0.01_20_15	14.0	0.3039706	0.2573099	11575.0
14821	nowgd	0.01	20	15	manhattan_fastme	data_nowgd_0.01_20_15	14.0	0.3384584	0.2830409	11576.0
14822	nowgd	0.01	20	15	MEDALT	data_nowgd_0.01_20_15	12.0	0.2621753	0.1570593	11577.0
14823	nowgd	0.01	20	15	medicc	data_nowgd_0.01_20_15	8.0	0.2166887	0.2479532	11578.0
14824	nowgd	0.01	20	16	euclidean_nj	data_nowgd_0.01_20_16	14.0	0.2639385	0.1637427	11579.0
14825	nowgd	0.01	20	16	manhattan_nj	data_nowgd_0.01_20_16	10.0	0.19302493	0.08320802	11580.0
14826	nowgd	0.01	20	16	euclidean_fastme	data_nowgd_0.01_20_16	14.0	0.2639385	0.1637427	11581.0
14827	nowgd	0.01	20	16	manhattan_fastme	data_nowgd_0.01_20_16	12.0	0.2301714	0.1246449	11582.0
14828	nowgd	0.01	20	16	MEDALT	data_nowgd_0.01_20_16	13.0	0.3341741	0.1768588	11583.0
14829	nowgd	0.01	20	16	medicc	data_nowgd_0.01_20_16	10.0	0.19858185	0.09156224	11584.0
14830	nowgd	0.01	20	17	euclidean_nj	data_nowgd_0.01_20_17	6.0	0.13378642	0.04778613	11585.0
14831	nowgd	0.01	20	17	manhattan_nj	data_nowgd_0.01_20_17	6.0	0.13378642	0.04778613	11586.0
14832	nowgd	0.01	20	17	euclidean_fastme	data_nowgd_0.01_20_17	8.0	0.16466991	0.05079365	11587.0
14833	nowgd	0.01	20	17	manhattan_fastme	data_nowgd_0.01_20_17	10.0	0.15836263	0.06148705	11588.0
14834	nowgd	0.01	20	17	MEDALT	data_nowgd_0.01_20_17	8.0	0.2062647	0.0887218	11589.0
14835	nowgd	0.01	20	17	medicc	data_nowgd_0.01_20_17	0.0	0.0	0.0	11590.0
14836	nowgd	0.01	20	18	euclidean_nj	data_nowgd_0.01_20_18	10.0	0.20962031	0.07451963	11591.0
