Rate	Number of Leaves	n	WGD	Method	Distance
0.1	15	23	High WGD	Euclidean NJ	0.131125965674624
0.1	15	23	High WGD	Hamming Min. Ev.	0.131125965674624
0.1	15	23	High WGD	Hamming NJ	0.0618491660225159
0.1	15	23	High WGD	MEDICC2	0.048714761827462
0.1	15	23	Low WGD	MEDALT	1.0
0.1	15	23	Low WGD	Euclidean Min. Ev.	0.129446651176529
0.1	15	23	Low WGD	Euclidean NJ	0.153586135332941
0.1	15	23	Low WGD	Hamming Min. Ev.	0.129446651176529
0.1	15	23	Low WGD	Hamming NJ	0.079899037004263
0.1	15	23	Low WGD	MEDICC2	0.0
0.1	15	23	No WGD	MEDALT	0.861449658600696
0.1	15	23	No WGD	Euclidean Min. Ev.	0.123152507008194
0.1	15	23	No WGD	Euclidean NJ	0.123152507008194
0.1	15	23	No WGD	Hamming Min. Ev.	0.123152507008194
0.1	15	23	No WGD	Hamming NJ	0.119028948575885
0.1	15	23	No WGD	MEDICC2	0.0
0.1	15	24	High WGD	MEDALT	0.743444362322579
0.1	15	24	High WGD	Euclidean Min. Ev.	0.237857633083118
0.1	15	24	High WGD	Euclidean NJ	0.27571995693348
0.1	15	24	High WGD	Hamming Min. Ev.	0.237857633083118
0.1	15	24	High WGD	Hamming NJ	0.134909239466551
0.1	15	24	High WGD	MEDICC2	0.153773959365548
0.1	15	24	Low WGD	MEDALT	0.865351585130934
0.1	15	24	Low WGD	Euclidean Min. Ev.	0.301876810094437
0.1	15	24	Low WGD	Euclidean NJ	0.301876810094437
0.1	15	24	Low WGD	Hamming Min. Ev.	0.301876810094437
0.1	15	24	Low WGD	Hamming NJ	0.0
0.1	15	24	Low WGD	MEDICC2	0.0786351148172373
0.1	15	24	No WGD	MEDALT	0.864452341960457
0.1	15	24	No WGD	Euclidean Min. Ev.	0.21401035446884
0.1	15	24	No WGD	Euclidean NJ	0.224823409405005
0.1	15	24	No WGD	Hamming Min. Ev.	0.21401035446884
0.1	15	24	No WGD	Hamming NJ	0.0
0.1	15	24	No WGD	MEDICC2	0.0744346260078138
0.1	20	0	High WGD	MEDALT	0.627836394930874
0.1	20	0	High WGD	Euclidean Min. Ev.	0.149427062330184
0.1	20	0	High WGD	Euclidean NJ	0.2085922409018
0.1	20	0	High WGD	Hamming Min. Ev.	0.149427062330184
0.1	20	0	High WGD	Hamming NJ	0.184884716963052
0.1	20	0	High WGD	MEDICC2	0.0
0.1	20	0	Low WGD	MEDALT	0.803837316487165
0.1	20	0	Low WGD	Euclidean Min. Ev.	0.130715020498626
0.1	20	0	Low WGD	Euclidean NJ	0.130625747523543
0.1	20	0	Low WGD	Hamming Min. Ev.	0.130715020498626
0.1	20	0	Low WGD	Hamming NJ	0.0490831512741858
0.1	20	0	Low WGD	MEDICC2	0.0301777604723135
0.1	20	0	No WGD	MEDALT	1.0
0.1	20	0	No WGD	Euclidean Min. Ev.	0.174424744138122
0.1	20	0	No WGD	Euclidean NJ	0.205320152777986
0.1	20	0	No WGD	Hamming Min. Ev.	0.174424744138122
0.1	20	0	No WGD	Hamming NJ	0.197195805195461
0.1	20	0	No WGD	MEDICC2	0.100793565660199
0.1	20	1	High WGD	MEDALT	0.75017220656428
0.1	20	1	High WGD	Euclidean Min. Ev.	0.203649141181555
0.1	20	1	High WGD	Euclidean NJ	0.188628870419935
0.1	20	1	High WGD	Hamming Min. Ev.	0.203649141181555
0.1	20	1	High WGD	Hamming NJ	0.256882890217595
0.1	20	1	High WGD	MEDICC2	0.0498618931746282
0.1	20	1	Low WGD	MEDALT	0.903557454286954
0.1	20	1	Low WGD	Euclidean Min. Ev.	0.200572101733388
0.1	20	1	Low WGD	Euclidean NJ	0.171614887913692
0.1	20	1	Low WGD	Hamming Min. Ev.	0.200572101733388
0.1	20	1	Low WGD	Hamming NJ	0.0559870713706498
0.1	20	1	Low WGD	MEDICC2	0.04006821561313
0.1	20	1	No WGD	MEDALT	0.753069211087065
0.1	20	1	No WGD	Euclidean Min. Ev.	0.108802871932425
0.1	20	1	No WGD	Euclidean NJ	0.15301440826556
0.1	20	1	No WGD	Hamming Min. Ev.	0.108802871932425
0.1	20	1	No WGD	Hamming NJ	0.170947045594907
0.1	20	1	No WGD	MEDICC2	0.121064222668021
0.1	20	2	High WGD	MEDALT	0.640995910345477
0.1	20	2	High WGD	Euclidean Min. Ev.	0.0801172096689035
0.1	20	2	High WGD	Euclidean NJ	0.0801172096689035
0.1	20	2	High WGD	Hamming Min. Ev.	0.0801172096689035
0.1	20	2	High WGD	Hamming NJ	0.123225312511087
0.1	20	2	High WGD	MEDICC2	0.138801209811428
0.1	20	2	Low WGD	MEDALT	0.903632663121638
0.1	20	2	Low WGD	Euclidean Min. Ev.	0.259427629734534
0.1	20	2	Low WGD	Euclidean NJ	0.243265578238252
0.1	20	2	Low WGD	Hamming Min. Ev.	0.259427629734534
0.1	20	2	Low WGD	Hamming NJ	0.157631007622899
0.1	20	2	Low WGD	MEDICC2	0.203659779606994
0.1	20	2	No WGD	MEDALT	1.0
0.1	20	2	No WGD	Euclidean Min. Ev.	0.196055735752134
0.1	20	2	No WGD	Euclidean NJ	0.196055735752134
0.1	20	2	No WGD	Hamming Min. Ev.	0.196055735752134
0.1	20	2	No WGD	Hamming NJ	0.27442039079037
0.1	20	2	No WGD	MEDICC2	0.039254430244101
0.1	20	3	High WGD	MEDALT	0.789258079882645
0.1	20	3	High WGD	Euclidean Min. Ev.	0.0631661118118578
0.1	20	3	High WGD	Euclidean NJ	0.220556308510573
0.1	20	3	High WGD	Hamming Min. Ev.	0.0631661118118578
0.1	20	3	High WGD	Hamming NJ	0.252411851958274
0.1	20	3	High WGD	MEDICC2	0.102250970312936
0.1	20	3	Low WGD	MEDALT	0.915038597663737
0.1	20	3	Low WGD	Euclidean Min. Ev.	0.0958158310706706
0.1	20	3	Low WGD	Euclidean NJ	0.118499479864017
0.1	20	3	Low WGD	Hamming Min. Ev.	0.0958158310706706
0.1	20	3	Low WGD	Hamming NJ	0.0906330496772099
0.1	20	3	Low WGD	MEDICC2	0.0922504115595093
0.1	20	3	No WGD	MEDALT	1.0
0.1	20	3	No WGD	Euclidean Min. Ev.	0.203412689384782
0.1	20	3	No WGD	Euclidean NJ	0.17987715261446
0.1	20	3	No WGD	Hamming Min. Ev.	0.203412689384782
0.1	20	3	No WGD	Hamming NJ	0.14336837682569
0.1	20	3	No WGD	MEDICC2	0.0406092441520274
0.1	20	4	High WGD	MEDALT	0.902823938264193
0.1	20	4	High WGD	Euclidean Min. Ev.	0.0851559096740437
0.1	20	4	High WGD	Euclidean NJ	0.0851559096740437
0.1	20	4	High WGD	Hamming Min. Ev.	0.0851559096740437
0.1	20	4	High WGD	Hamming NJ	0.140425361489479
0.1	20	4	High WGD	MEDICC2	0.0403940907180093
0.1	20	4	Low WGD	MEDALT	0.901624775825016
0.1	20	4	Low WGD	Euclidean Min. Ev.	0.0592029414085768
0.1	20	4	Low WGD	Euclidean NJ	0.191562608887335
0.1	20	4	Low WGD	Hamming Min. Ev.	0.0592029414085768
0.1	20	4	Low WGD	Hamming NJ	0.226150171062058
0.1	20	4	Low WGD	MEDICC2	0.0
0.1	20	4	No WGD	MEDALT	0.874478304301583
0.1	20	4	No WGD	Euclidean Min. Ev.	0.156882183532604
0.1	20	4	No WGD	Euclidean NJ	0.156882183532604
0.1	20	4	No WGD	Hamming Min. Ev.	0.156882183532604
0.1	20	4	No WGD	Hamming NJ	0.141747948966005
0.1	20	4	No WGD	MEDICC2	0.0937145634688864
0.1	20	5	High WGD	MEDALT	0.860290792845702
0.1	20	5	High WGD	Euclidean Min. Ev.	0.117016353729699
0.1	20	5	High WGD	Euclidean NJ	0.117016353729699
0.1	20	5	High WGD	Hamming Min. Ev.	0.117016353729699
0.1	20	5	High WGD	Hamming NJ	0.195984630517557
0.1	20	5	High WGD	MEDICC2	0.0360818046074291
0.1	20	5	Low WGD	MEDALT	1.0
0.1	20	5	Low WGD	Euclidean Min. Ev.	0.0
0.1	20	5	Low WGD	Euclidean NJ	0.0
0.1	20	5	Low WGD	Hamming Min. Ev.	0.0
0.1	20	5	Low WGD	Hamming NJ	0.099764709413192
0.1	20	5	Low WGD	MEDICC2	0.0314777968582783
0.1	20	5	No WGD	MEDALT	0.903862741078484
0.1	20	5	No WGD	Euclidean Min. Ev.	0.0
0.1	20	5	No WGD	Euclidean NJ	0.0565906547823237
0.1	20	5	No WGD	Hamming Min. Ev.	0.0
0.1	20	5	No WGD	Hamming NJ	0.0891690150741827
0.1	20	5	No WGD	MEDICC2	0.0
0.1	20	6	High WGD	MEDALT	0.706613355806852
0.1	20	6	High WGD	Euclidean Min. Ev.	0.162166124287613
0.1	20	6	High WGD	Euclidean NJ	0.162166124287613
0.1	20	6	High WGD	Hamming Min. Ev.	0.162166124287613
0.1	20	6	High WGD	Hamming NJ	0.180318476791107
0.1	20	6	High WGD	MEDICC2	0.109878530198158
0.1	20	6	Low WGD	MEDALT	0.788996400645596
0.1	20	6	Low WGD	Euclidean Min. Ev.	0.147738445556635
0.1	20	6	Low WGD	Euclidean NJ	0.203505604477814
0.1	20	6	Low WGD	Hamming Min. Ev.	0.147738445556635
0.1	20	6	Low WGD	Hamming NJ	0.260892162314163
0.1	20	6	Low WGD	MEDICC2	0.202691481056663
0.1	20	6	No WGD	MEDALT	0.841520240293977
0.1	20	6	No WGD	Euclidean Min. Ev.	0.148872761810037
0.1	20	6	No WGD	Euclidean NJ	0.148872761810037
0.1	20	6	No WGD	Hamming Min. Ev.	0.148872761810037
0.1	20	6	No WGD	Hamming NJ	0.155582508674243
0.1	20	6	No WGD	MEDICC2	0.110144896424387
0.1	20	7	High WGD	MEDALT	0.697414711654275
0.1	20	7	High WGD	Euclidean Min. Ev.	0.446972685018393
0.1	20	7	High WGD	Euclidean NJ	0.442563977738415
0.1	20	7	High WGD	Hamming Min. Ev.	0.446972685018393
0.1	20	7	High WGD	Hamming NJ	0.0538454280403178
0.1	20	7	High WGD	MEDICC2	0.0698687541227884
0.1	20	7	Low WGD	MEDALT	0.859358726814464
0.1	20	7	Low WGD	Euclidean Min. Ev.	0.10945727869536
0.1	20	7	Low WGD	Euclidean NJ	0.10945727869536
0.1	20	7	Low WGD	Hamming Min. Ev.	0.10945727869536
0.1	20	7	Low WGD	Hamming NJ	0.207178072354977
0.1	20	7	Low WGD	MEDICC2	0.0680415388046719
0.1	20	7	No WGD	MEDALT	0.815473448933563
0.1	20	7	No WGD	Euclidean Min. Ev.	0.0
0.1	20	7	No WGD	Euclidean NJ	0.0
0.1	20	7	No WGD	Hamming Min. Ev.	0.0
0.1	20	7	No WGD	Hamming NJ	0.106732766137516
0.1	20	7	No WGD	MEDICC2	0.0
0.1	20	8	High WGD	MEDALT	0.831615738449055
0.1	20	8	High WGD	Euclidean Min. Ev.	0.263281307563849
0.1	20	8	High WGD	Euclidean NJ	0.321117668894869
0.1	20	8	High WGD	Hamming Min. Ev.	0.263281307563849
0.1	20	8	High WGD	Hamming NJ	0.249637942248604
0.1	20	8	High WGD	MEDICC2	0.156454066858645
0.1	20	8	Low WGD	MEDALT	0.828799012126396
0.1	20	8	Low WGD	Euclidean Min. Ev.	0.131852823584267
0.1	20	8	Low WGD	Euclidean NJ	0.131852823584267
0.1	20	8	Low WGD	Hamming Min. Ev.	0.131852823584267
0.1	20	8	Low WGD	Hamming NJ	0.202292855439427
0.1	20	8	Low WGD	MEDICC2	0.0960889762889101
0.1	20	8	No WGD	MEDALT	1.0
0.1	20	8	No WGD	Euclidean Min. Ev.	0.16128641900091
0.1	20	8	No WGD	Euclidean NJ	0.194528585012958
0.1	20	8	No WGD	Hamming Min. Ev.	0.16128641900091
0.1	20	8	No WGD	Hamming NJ	0.221923804324687
0.1	20	8	No WGD	MEDICC2	0.17620255330128
0.1	20	9	High WGD	MEDALT	0.817923755391706
0.1	20	9	High WGD	Euclidean Min. Ev.	0.0552505389887755
0.1	20	9	High WGD	Euclidean NJ	0.101964413460342
0.1	20	9	High WGD	Hamming Min. Ev.	0.0552505389887755
0.1	20	9	High WGD	Hamming NJ	0.0786136107804543
0.1	20	9	High WGD	MEDICC2	0.0543129567777496
0.1	20	9	Low WGD	MEDALT	0.831859845479939
0.1	20	9	Low WGD	Euclidean Min. Ev.	0.270552062328982
0.1	20	9	Low WGD	Euclidean NJ	0.243680396026276
0.1	20	9	Low WGD	Hamming Min. Ev.	0.270552062328982
0.1	20	9	Low WGD	Hamming NJ	0.172874353896805
0.1	20	9	Low WGD	MEDICC2	0.107571642895819
0.1	20	9	No WGD	MEDALT	0.786519674439313
0.1	20	9	No WGD	Euclidean Min. Ev.	0.10548524551971
0.1	20	9	No WGD	Euclidean NJ	0.10548524551971
0.1	20	9	No WGD	Hamming Min. Ev.	0.10548524551971
0.1	20	9	No WGD	Hamming NJ	0.118307397309129
0.1	20	9	No WGD	MEDICC2	0.0690889472446816
0.1	20	10	High WGD	MEDALT	0.908395573483504
0.1	20	10	High WGD	Euclidean Min. Ev.	0.0844469451152732
0.1	20	10	High WGD	Euclidean NJ	0.108540754295474
0.1	20	10	High WGD	Hamming Min. Ev.	0.0844469451152732
0.1	20	10	High WGD	Hamming NJ	0.0844469451152732
0.1	20	10	High WGD	MEDICC2	0.113960714972999
0.1	20	10	Low WGD	MEDALT	0.920358166028571
0.1	20	10	Low WGD	Euclidean Min. Ev.	0.0681070218051802
0.1	20	10	Low WGD	Euclidean NJ	0.150561415750879
0.1	20	10	Low WGD	Hamming Min. Ev.	0.0681070218051802
0.1	20	10	Low WGD	Hamming NJ	0.108250896179209
0.1	20	10	Low WGD	MEDICC2	0.0509110076272177
0.1	20	10	No WGD	MEDALT	0.840504315323606
0.1	20	10	No WGD	Euclidean Min. Ev.	0.135709609067246
0.1	20	10	No WGD	Euclidean NJ	0.135709609067246
0.1	20	10	No WGD	Hamming Min. Ev.	0.135709609067246
0.1	20	10	No WGD	Hamming NJ	0.292383367229896
0.1	20	10	No WGD	MEDICC2	0.0949736237337447
0.1	20	11	High WGD	MEDALT	0.821752919495756
0.1	20	11	High WGD	Euclidean Min. Ev.	0.114986186738081
0.1	20	11	High WGD	Euclidean NJ	0.219569900807609
0.1	20	11	High WGD	Hamming Min. Ev.	0.114986186738081
0.1	20	11	High WGD	Hamming NJ	0.272129490773983
0.1	20	11	High WGD	MEDICC2	0.0654782377750701
0.1	20	11	Low WGD	MEDALT	0.681365367840009
0.1	20	11	Low WGD	Euclidean Min. Ev.	0.105528032295859
0.1	20	11	Low WGD	Euclidean NJ	0.0711928062727366
0.1	20	11	Low WGD	Hamming Min. Ev.	0.105528032295859
0.1	20	11	Low WGD	Hamming NJ	0.259629196045148
0.1	20	11	Low WGD	MEDICC2	0.0
0.1	20	11	No WGD	MEDALT	0.821763448424644
0.1	20	11	No WGD	Euclidean Min. Ev.	0.177664628852741
0.1	20	11	No WGD	Euclidean NJ	0.177664628852741
0.1	20	11	No WGD	Hamming Min. Ev.	0.177664628852741
0.1	20	11	No WGD	Hamming NJ	0.146798083534814
0.1	20	11	No WGD	MEDICC2	0.0801548232953355
0.1	20	12	High WGD	MEDALT	0.74725770245856
0.1	20	12	High WGD	Euclidean Min. Ev.	0.23507487658252
0.1	20	12	High WGD	Euclidean NJ	0.179074395160554
0.1	20	12	High WGD	Hamming Min. Ev.	0.23507487658252
0.1	20	12	High WGD	Hamming NJ	0.13082714060978
0.1	20	12	High WGD	MEDICC2	0.173422245742379
0.1	20	12	Low WGD	MEDALT	1.0
0.1	20	12	Low WGD	Euclidean Min. Ev.	0.0429771926838648
0.1	20	12	Low WGD	Euclidean NJ	0.0
0.1	20	12	Low WGD	Hamming Min. Ev.	0.0429771926838648
0.1	20	12	Low WGD	Hamming NJ	0.127805083113866
0.1	20	12	Low WGD	MEDICC2	0.0747137803633231
0.1	20	12	No WGD	MEDALT	1.0
0.1	20	12	No WGD	Euclidean Min. Ev.	0.170808258720626
0.1	20	12	No WGD	Euclidean NJ	0.13560028392371
0.1	20	12	No WGD	Hamming Min. Ev.	0.170808258720626
0.1	20	12	No WGD	Hamming NJ	0.244440142166915
0.1	20	12	No WGD	MEDICC2	0.0
0.1	20	13	High WGD	MEDALT	0.840823374506936
0.1	20	13	High WGD	Euclidean Min. Ev.	0.241369381525378
0.1	20	13	High WGD	Euclidean NJ	0.235021398301685
0.1	20	13	High WGD	Hamming Min. Ev.	0.241369381525378
0.1	20	13	High WGD	Hamming NJ	0.143933693104389
0.1	20	13	High WGD	MEDICC2	0.0550598323596959
0.1	20	13	Low WGD	MEDALT	0.902779437235266
0.1	20	13	Low WGD	Euclidean Min. Ev.	0.0628947755834624
0.1	20	13	Low WGD	Euclidean NJ	0.103685308046244
0.1	20	13	Low WGD	Hamming Min. Ev.	0.0628947755834624
0.1	20	13	Low WGD	Hamming NJ	0.0717002043988354
0.1	20	13	Low WGD	MEDICC2	0.0314473877917308
0.1	20	13	No WGD	MEDALT	0.86741848930317
0.1	20	13	No WGD	Euclidean Min. Ev.	0.146339059160512
0.1	20	13	No WGD	Euclidean NJ	0.217259233338821
0.1	20	13	No WGD	Hamming Min. Ev.	0.146339059160512
0.1	20	13	No WGD	Hamming NJ	0.121634340413573
0.1	20	13	No WGD	MEDICC2	0.0763607787494962
0.1	20	14	High WGD	MEDALT	0.885176896195576
0.1	20	14	High WGD	Euclidean Min. Ev.	0.141086340774722
0.1	20	14	High WGD	Euclidean NJ	0.163186255415528
0.1	20	14	High WGD	Hamming Min. Ev.	0.141086340774722
0.1	20	14	High WGD	Hamming NJ	0.155889587442806
0.1	20	14	High WGD	MEDICC2	0.0
0.1	20	14	Low WGD	MEDALT	0.809203524494261
0.1	20	14	Low WGD	Euclidean Min. Ev.	0.0967005489769683
0.1	20	14	Low WGD	Euclidean NJ	0.0967005489769683
0.1	20	14	Low WGD	Hamming Min. Ev.	0.0967005489769683
0.1	20	14	Low WGD	Hamming NJ	0.107691183263657
0.1	20	14	Low WGD	MEDICC2	0.0979541333950488
0.1	20	14	No WGD	MEDALT	1.0
0.1	20	14	No WGD	Euclidean Min. Ev.	0.325952502927352
0.1	20	14	No WGD	Euclidean NJ	0.154223742439499
0.1	20	14	No WGD	Hamming Min. Ev.	0.325952502927352
0.1	20	14	No WGD	Hamming NJ	0.109786007899256
0.1	20	14	No WGD	MEDICC2	0.152034872268458
0.1	20	15	High WGD	MEDALT	0.770369132057825
0.1	20	15	High WGD	Euclidean Min. Ev.	0.270178558723676
0.1	20	15	High WGD	Euclidean NJ	0.326582630444119
0.1	20	15	High WGD	Hamming Min. Ev.	0.270178558723676
0.1	20	15	High WGD	Hamming NJ	0.325534651594544
0.1	20	15	High WGD	MEDICC2	0.135578887770212
0.1	20	15	Low WGD	MEDALT	0.916241496967761
0.1	20	15	Low WGD	Euclidean Min. Ev.	0.328379876778284
0.1	20	15	Low WGD	Euclidean NJ	0.338555161971379
0.1	20	15	Low WGD	Hamming Min. Ev.	0.328379876778284
0.1	20	15	Low WGD	Hamming NJ	0.0849292711576234
0.1	20	15	Low WGD	MEDICC2	0.0571067848941366
0.1	20	15	No WGD	MEDALT	1.0
0.1	20	15	No WGD	Euclidean Min. Ev.	0.0435950910320272
0.1	20	15	No WGD	Euclidean NJ	0.0435950910320272
0.1	20	15	No WGD	Hamming Min. Ev.	0.0435950910320272
0.1	20	15	No WGD	Hamming NJ	0.114061734407163
0.1	20	15	No WGD	MEDICC2	0.0435950910320272
0.1	20	16	High WGD	MEDALT	0.910035434708561
0.1	20	16	High WGD	Euclidean Min. Ev.	0.224705278392746
0.1	20	16	High WGD	Euclidean NJ	0.0841249455988806
0.1	20	16	High WGD	Hamming Min. Ev.	0.224705278392746
0.1	20	16	High WGD	Hamming NJ	0.296807174990061
0.1	20	16	High WGD	MEDICC2	0.0308203756359118
0.1	20	16	Low WGD	MEDALT	0.801551529267784
0.1	20	16	Low WGD	Euclidean Min. Ev.	0.213051213051498
0.1	20	16	Low WGD	Euclidean NJ	0.213051213051498
0.1	20	16	Low WGD	Hamming Min. Ev.	0.213051213051498
0.1	20	16	Low WGD	Hamming NJ	0.318624762567898
0.1	20	16	Low WGD	MEDICC2	0.208098217294722
0.1	20	16	No WGD	MEDALT	1.0
0.1	20	16	No WGD	Euclidean Min. Ev.	0.194965433329513
0.1	20	16	No WGD	Euclidean NJ	0.152298987385284
0.1	20	16	No WGD	Hamming Min. Ev.	0.194965433329513
0.1	20	16	No WGD	Hamming NJ	0.142553273005773
0.1	20	16	No WGD	MEDICC2	0.104580449142222
0.1	20	17	High WGD	MEDALT	0.64713174654358
0.1	20	17	High WGD	Euclidean Min. Ev.	0.176148660879115
0.1	20	17	High WGD	Euclidean NJ	0.264337117043523
0.1	20	17	High WGD	Hamming Min. Ev.	0.176148660879115
0.1	20	17	High WGD	Hamming NJ	0.14531140327597
0.1	20	17	High WGD	MEDICC2	0.0950100530353859
0.1	20	17	Low WGD	MEDALT	1.0
0.1	20	17	Low WGD	Euclidean Min. Ev.	0.0692037508878858
0.1	20	17	Low WGD	Euclidean NJ	0.0692037508878858
0.1	20	17	Low WGD	Hamming Min. Ev.	0.0692037508878858
0.1	20	17	Low WGD	Hamming NJ	0.128744683131169
0.1	20	17	Low WGD	MEDICC2	0.0551197209411068
0.1	20	17	No WGD	MEDALT	1.0
0.1	20	17	No WGD	Euclidean Min. Ev.	0.0307983860288571
0.1	20	17	No WGD	Euclidean NJ	0.0307983860288571
0.1	20	17	No WGD	Hamming Min. Ev.	0.0307983860288571
0.1	20	17	No WGD	Hamming NJ	0.118188069193024
0.1	20	17	No WGD	MEDICC2	0.0
0.1	20	18	High WGD	MEDALT	0.689937476266825
0.1	20	18	High WGD	Euclidean Min. Ev.	0.283761616038791
0.1	20	18	High WGD	Euclidean NJ	0.283761616038791
0.1	20	18	High WGD	Hamming Min. Ev.	0.283761616038791
0.1	20	18	High WGD	Hamming NJ	0.22704292040788
0.1	20	18	High WGD	MEDICC2	0.0
0.1	20	18	Low WGD	MEDALT	0.664339445917642
0.1	20	18	Low WGD	Euclidean Min. Ev.	0.142458865040259
0.1	20	18	Low WGD	Euclidean NJ	0.172817544014316
0.1	20	18	Low WGD	Hamming Min. Ev.	0.142458865040259
0.1	20	18	Low WGD	Hamming NJ	0.104298508794666
0.1	20	18	Low WGD	MEDICC2	0.0478735345973122
0.1	20	18	No WGD	MEDALT	0.873454334047733
0.1	20	18	No WGD	Euclidean Min. Ev.	0.09694492195201
0.1	20	18	No WGD	Euclidean NJ	0.09694492195201
0.1	20	18	No WGD	Hamming Min. Ev.	0.09694492195201
0.1	20	18	No WGD	Hamming NJ	0.271767071475195
0.1	20	18	No WGD	MEDICC2	0.140397963459923
0.1	20	19	High WGD	MEDALT	0.812239284612386
0.1	20	19	High WGD	Euclidean Min. Ev.	0.210728033331351
0.1	20	19	High WGD	Euclidean NJ	0.210728033331351
0.1	20	19	High WGD	Hamming Min. Ev.	0.210728033331351
0.1	20	19	High WGD	Hamming NJ	0.125368571930664
0.1	20	19	High WGD	MEDICC2	0.0557632416622473
0.1	20	19	Low WGD	MEDALT	0.912582251882318
0.1	20	19	Low WGD	Euclidean Min. Ev.	0.199749335241885
0.1	20	19	Low WGD	Euclidean NJ	0.221115724478173
0.1	20	19	Low WGD	Hamming Min. Ev.	0.199749335241885
0.1	20	19	Low WGD	Hamming NJ	0.121863520170179
0.1	20	19	Low WGD	MEDICC2	0.164995922683758
0.1	20	19	No WGD	MEDALT	1.0
0.1	20	19	No WGD	Euclidean Min. Ev.	0.102470307570183
0.1	20	19	No WGD	Euclidean NJ	0.104258623906911
0.1	20	19	No WGD	Hamming Min. Ev.	0.102470307570183
0.1	20	19	No WGD	Hamming NJ	0.101561044038162
0.1	20	19	No WGD	MEDICC2	0.0
0.1	20	20	High WGD	MEDALT	0.909824750352085
0.1	20	20	High WGD	Euclidean Min. Ev.	0.204367519846984
0.1	20	20	High WGD	Euclidean NJ	0.175689071541124
0.1	20	20	High WGD	Hamming Min. Ev.	0.204367519846984
0.1	20	20	High WGD	Hamming NJ	0.128886897550951
0.1	20	20	High WGD	MEDICC2	0.0302854240906582
0.1	20	20	Low WGD	MEDALT	1.0
0.1	20	20	Low WGD	Euclidean Min. Ev.	0.228721792136862
0.1	20	20	Low WGD	Euclidean NJ	0.228721792136862
0.1	20	20	Low WGD	Hamming Min. Ev.	0.228721792136862
0.1	20	20	Low WGD	Hamming NJ	0.103327751569885
0.1	20	20	Low WGD	MEDICC2	0.0
0.1	20	20	No WGD	MEDALT	1.0
0.1	20	20	No WGD	Euclidean Min. Ev.	0.0
0.1	20	20	No WGD	Euclidean NJ	0.0398753915247182
0.1	20	20	No WGD	Hamming Min. Ev.	0.0
0.1	20	20	No WGD	Hamming NJ	0.160756002503466
0.1	20	20	No WGD	MEDICC2	0.0398753915247182
0.1	20	21	High WGD	MEDALT	0.770398369538533
0.1	20	21	High WGD	Euclidean Min. Ev.	0.180354240075445
0.1	20	21	High WGD	Euclidean NJ	0.229067007403619
0.1	20	21	High WGD	Hamming Min. Ev.	0.180354240075445
0.1	20	21	High WGD	Hamming NJ	0.26663600973799
0.1	20	21	High WGD	MEDICC2	0.132315528064361
0.1	20	21	Low WGD	MEDALT	1.0
0.1	20	21	Low WGD	Euclidean Min. Ev.	0.135689655749285
0.1	20	21	Low WGD	Euclidean NJ	0.219401119597785
0.1	20	21	Low WGD	Hamming Min. Ev.	0.135689655749285
0.1	20	21	Low WGD	Hamming NJ	0.106577877235574
0.1	20	21	Low WGD	MEDICC2	0.0
0.1	20	21	No WGD	MEDALT	0.904119712062986
0.1	20	21	No WGD	Euclidean Min. Ev.	0.243120860612027
0.1	20	21	No WGD	Euclidean NJ	0.220395292416706
0.1	20	21	No WGD	Hamming Min. Ev.	0.243120860612027
0.1	20	21	No WGD	Hamming NJ	0.23181216950362
0.1	20	21	No WGD	MEDICC2	0.12716319866404
0.1	20	22	High WGD	MEDALT	0.90309302468817
0.1	20	22	High WGD	Euclidean Min. Ev.	0.0459684149442253
0.1	20	22	High WGD	Euclidean NJ	0.0459684149442253
0.1	20	22	High WGD	Hamming Min. Ev.	0.0459684149442253
0.1	20	22	High WGD	Hamming NJ	0.0357628900331974
0.1	20	22	High WGD	MEDICC2	0.0
0.1	20	22	Low WGD	MEDALT	1.0
0.1	20	22	Low WGD	Euclidean Min. Ev.	0.157875998860456
0.1	20	22	Low WGD	Euclidean NJ	0.167212454269981
0.1	20	22	Low WGD	Hamming Min. Ev.	0.157875998860456
0.1	20	22	Low WGD	Hamming NJ	0.288883839313394
0.1	20	22	Low WGD	MEDICC2	0.139029065798232
0.1	20	22	No WGD	MEDALT	0.935205221642745
0.1	20	22	No WGD	Euclidean Min. Ev.	0.174346270169254
0.1	20	22	No WGD	Euclidean NJ	0.185653096324705
0.1	20	22	No WGD	Hamming Min. Ev.	0.174346270169254
0.1	20	22	No WGD	Hamming NJ	0.223831883964153
0.1	20	22	No WGD	MEDICC2	0.0306938392308054
0.1	20	23	High WGD	MEDALT	0.619299754360797
0.1	20	23	High WGD	Euclidean Min. Ev.	0.170239831338763
0.1	20	23	High WGD	Euclidean NJ	0.151208564089194
0.1	20	23	High WGD	Hamming Min. Ev.	0.170239831338763
0.1	20	23	High WGD	Hamming NJ	0.201844899519281
0.1	20	23	High WGD	MEDICC2	0.0
0.1	20	23	Low WGD	MEDALT	0.805289843834571
0.1	20	23	Low WGD	Euclidean Min. Ev.	0.0793223422920055
0.1	20	23	Low WGD	Euclidean NJ	0.0793223422920055
0.1	20	23	Low WGD	Hamming Min. Ev.	0.0793223422920055
0.1	20	23	Low WGD	Hamming NJ	0.140015628176159
0.1	20	23	Low WGD	MEDICC2	0.142405389882683
0.1	20	23	No WGD	MEDALT	0.908278379666103
