	WGD	Rate	Number of Leaves	n	Method	Distance
4360	No WGD	0.01	10	10	MEDALT	7
4361	No WGD	0.01	10	10	MEDICC2	0
4362	High WGD	0.01	15	19	Euclidean NJ	6
4363	High WGD	0.01	15	19	Euclidean Min. Ev.	6
4364	High WGD	0.01	15	19	Manhattan NJ	4
4365	High WGD	0.01	15	19	Manhattan Min. Ev.	6
4366	High WGD	0.01	15	19	MEDALT	14
4367	High WGD	0.01	15	19	MEDICC2	4
4368	No WGD	0.1	20	10	Euclidean NJ	10
4369	No WGD	0.1	20	10	Euclidean Min. Ev.	10
4370	No WGD	0.1	20	10	Manhattan NJ	2
4371	No WGD	0.1	20	10	Manhattan Min. Ev.	10
4372	No WGD	0.1	20	10	MEDALT	15
4373	No WGD	0.1	20	10	MEDICC2	4
4374	High WGD	0.05	20	19	Euclidean NJ	2
4375	High WGD	0.05	20	19	Euclidean Min. Ev.	2
4376	High WGD	0.05	20	19	Manhattan NJ	0
4377	High WGD	0.05	20	19	Manhattan Min. Ev.	2
4378	High WGD	0.05	20	19	MEDALT	15
4379	High WGD	0.05	20	19	MEDICC2	2
4380	Low WGD	0.05	500	16	Euclidean NJ	424
4381	Low WGD	0.05	500	16	Euclidean Min. Ev.	324
4382	Low WGD	0.05	500	16	Manhattan NJ	282
4383	Low WGD	0.05	500	16	Manhattan Min. Ev.	324
4384	Low WGD	0.05	500	16	MEDALT	453
4385	Low WGD	0.05	500	16	MEDICC2	254
4386	Low WGD	0.1	3	18	Euclidean NJ	0
4387	Low WGD	0.1	3	18	Euclidean Min. Ev.	0
4388	Low WGD	0.1	3	18	Manhattan NJ	0
4389	Low WGD	0.1	3	18	Manhattan Min. Ev.	0
4390	Low WGD	0.1	3	18	MEDALT	1
4391	Low WGD	0.1	3	18	MEDICC2	0
4392	Low WGD	0.075	10	0	Euclidean NJ	0
4393	Low WGD	0.075	10	0	Euclidean Min. Ev.	0
4394	Low WGD	0.075	10	0	Manhattan NJ	0
4395	Low WGD	0.075	10	0	Manhattan Min. Ev.	0
4396	Low WGD	0.075	10	0	MEDALT	8
4397	Low WGD	0.075	10	0	MEDICC2	0
4398	No WGD	0.075	20	4	Euclidean NJ	4
4399	No WGD	0.075	20	4	Euclidean Min. Ev.	4
4400	No WGD	0.075	20	4	Manhattan NJ	2
4401	No WGD	0.075	20	4	Manhattan Min. Ev.	4
4402	No WGD	0.075	20	4	MEDALT	16
4403	No WGD	0.075	20	4	MEDICC2	0
4404	No WGD	0.1	5	19	Euclidean NJ	0
4405	No WGD	0.1	5	19	Euclidean Min. Ev.	0
4406	No WGD	0.1	5	19	Manhattan NJ	0
4407	No WGD	0.1	5	19	Manhattan Min. Ev.	0
4408	No WGD	0.1	5	19	MEDALT	2
4409	No WGD	0.1	5	19	MEDICC2	0
4410	No WGD	0.01	5	7	Euclidean NJ	0
4411	No WGD	0.01	5	7	Euclidean Min. Ev.	0
4412	No WGD	0.01	5	7	Manhattan NJ	0
4413	No WGD	0.01	5	7	Manhattan Min. Ev.	0
4414	No WGD	0.01	5	7	MEDALT	2
4415	No WGD	0.01	5	7	MEDICC2	0
4416	No WGD	0.075	15	23	Euclidean NJ	2
4417	No WGD	0.075	15	23	Euclidean Min. Ev.	2
4418	No WGD	0.075	15	23	Manhattan NJ	2
4419	No WGD	0.075	15	23	Manhattan Min. Ev.	2
4420	No WGD	0.075	15	23	MEDALT	11
4421	No WGD	0.075	15	23	MEDICC2	0
4422	Low WGD	0.025	15	5	Euclidean NJ	4
4423	Low WGD	0.025	15	5	Euclidean Min. Ev.	2
4424	Low WGD	0.025	15	5	Manhattan NJ	2
4425	Low WGD	0.025	15	5	Manhattan Min. Ev.	2
4426	Low WGD	0.025	15	5	MEDALT	8
4427	Low WGD	0.025	15	5	MEDICC2	0
4428	No WGD	0.025	10	21	Euclidean NJ	0
4429	No WGD	0.025	10	21	Euclidean Min. Ev.	0
4430	No WGD	0.025	10	21	Manhattan NJ	0
4431	No WGD	0.025	10	21	Manhattan Min. Ev.	0
4432	No WGD	0.025	10	21	MEDALT	4
4433	No WGD	0.025	10	21	MEDICC2	0
4434	Low WGD	0.025	250	4	Euclidean NJ	108
4435	Low WGD	0.025	250	4	Euclidean Min. Ev.	82
4436	Low WGD	0.025	250	4	Manhattan NJ	78
4437	Low WGD	0.025	250	4	Manhattan Min. Ev.	82
4438	Low WGD	0.025	250	4	MEDALT	209
4439	Low WGD	0.025	250	4	MEDICC2	64
4440	No WGD	0.025	10	8	Euclidean NJ	0
4441	No WGD	0.025	10	8	Euclidean Min. Ev.	0
4442	No WGD	0.025	10	8	Manhattan NJ	0
4443	No WGD	0.025	10	8	Manhattan Min. Ev.	0
4444	No WGD	0.025	10	8	MEDALT	4
4445	No WGD	0.025	10	8	MEDICC2	0
4446	High WGD	0.025	15	5	Euclidean NJ	4
4447	High WGD	0.025	15	5	Euclidean Min. Ev.	4
4448	High WGD	0.025	15	5	Manhattan NJ	4
4449	High WGD	0.025	15	5	Manhattan Min. Ev.	4
4450	High WGD	0.025	15	5	MEDALT	7
4451	High WGD	0.025	15	5	MEDICC2	2
4452	Low WGD	0.05	5	11	Euclidean NJ	0
4453	Low WGD	0.05	5	11	Euclidean Min. Ev.	0
4454	Low WGD	0.05	5	11	Manhattan NJ	0
4455	Low WGD	0.05	5	11	Manhattan Min. Ev.	0
4456	Low WGD	0.05	5	11	MEDALT	3
4457	Low WGD	0.05	5	11	MEDICC2	0
4458	No WGD	0.05	10	21	Euclidean NJ	0
4459	No WGD	0.05	10	21	Euclidean Min. Ev.	0
4460	No WGD	0.05	10	21	Manhattan NJ	0
4461	No WGD	0.05	10	21	Manhattan Min. Ev.	0
4462	No WGD	0.05	10	21	MEDALT	9
4463	No WGD	0.05	10	21	MEDICC2	2
4464	No WGD	0.1	5	9	Euclidean NJ	0
4465	No WGD	0.1	5	9	Euclidean Min. Ev.	0
4466	No WGD	0.1	5	9	Manhattan NJ	0
4467	No WGD	0.1	5	9	Manhattan Min. Ev.	0
4468	No WGD	0.1	5	9	MEDALT	3
4469	No WGD	0.1	5	9	MEDICC2	0
4470	No WGD	0.05	5	15	Euclidean NJ	0
4471	No WGD	0.05	5	15	Euclidean Min. Ev.	0
4472	No WGD	0.05	5	15	Manhattan NJ	0
4473	No WGD	0.05	5	15	Manhattan Min. Ev.	0
4474	No WGD	0.05	5	15	MEDALT	3
4475	No WGD	0.05	5	15	MEDICC2	0
4476	High WGD	0.025	15	10	Euclidean NJ	0
4477	High WGD	0.025	15	10	Euclidean Min. Ev.	0
4478	High WGD	0.025	15	10	Manhattan NJ	4
4479	High WGD	0.025	15	10	Manhattan Min. Ev.	0
4480	High WGD	0.025	15	10	MEDALT	11
4481	High WGD	0.025	15	10	MEDICC2	0
4482	High WGD	0.05	15	14	Euclidean NJ	0
4483	High WGD	0.05	15	14	Euclidean Min. Ev.	4
4484	High WGD	0.05	15	14	Manhattan NJ	0
4485	High WGD	0.05	15	14	Manhattan Min. Ev.	4
4486	High WGD	0.05	15	14	MEDALT	10
4487	High WGD	0.05	15	14	MEDICC2	0
4488	Low WGD	0.01	500	18	Euclidean NJ	406
4489	Low WGD	0.01	500	18	Euclidean Min. Ev.	308
4490	Low WGD	0.01	500	18	Manhattan NJ	266
4491	Low WGD	0.01	500	18	Manhattan Min. Ev.	308
4492	Low WGD	0.01	500	18	MEDALT	416
4493	Low WGD	0.01	500	18	MEDICC2	228
4494	No WGD	0.075	10	6	Euclidean NJ	2
4495	No WGD	0.075	10	6	Euclidean Min. Ev.	4
4496	No WGD	0.075	10	6	Manhattan NJ	0
4497	No WGD	0.075	10	6	Manhattan Min. Ev.	4
4498	No WGD	0.075	10	6	MEDALT	9
4499	No WGD	0.075	10	6	MEDICC2	0
4500	No WGD	0.1	20	4	Euclidean NJ	8
4501	No WGD	0.1	20	4	Euclidean Min. Ev.	8
4502	No WGD	0.1	20	4	Manhattan NJ	0
4503	No WGD	0.1	20	4	Manhattan Min. Ev.	8
4504	No WGD	0.1	20	4	MEDALT	19
4505	No WGD	0.1	20	4	MEDICC2	4
4506	Low WGD	0.05	5	22	Euclidean NJ	0
4507	Low WGD	0.05	5	22	Euclidean Min. Ev.	0
4508	Low WGD	0.05	5	22	Manhattan NJ	0
4509	Low WGD	0.05	5	22	Manhattan Min. Ev.	0
4510	Low WGD	0.05	5	22	MEDALT	5
4511	Low WGD	0.05	5	22	MEDICC2	0
4512	Low WGD	0.025	3	18	Euclidean NJ	0
4513	Low WGD	0.025	3	18	Euclidean Min. Ev.	0
4514	Low WGD	0.025	3	18	Manhattan NJ	0
4515	Low WGD	0.025	3	18	Manhattan Min. Ev.	0
4516	Low WGD	0.025	3	18	MEDALT	1
4517	Low WGD	0.025	3	18	MEDICC2	0
4518	Low WGD	0.075	20	1	Euclidean NJ	6
4519	Low WGD	0.075	20	1	Euclidean Min. Ev.	6
4520	Low WGD	0.075	20	1	Manhattan NJ	2
4521	Low WGD	0.075	20	1	Manhattan Min. Ev.	6
4522	Low WGD	0.075	20	1	MEDALT	18
4523	Low WGD	0.075	20	1	MEDICC2	0
4524	No WGD	0.01	10	24	Euclidean NJ	2
4525	No WGD	0.01	10	24	Euclidean Min. Ev.	2
4526	No WGD	0.01	10	24	Manhattan NJ	0
4527	No WGD	0.01	10	24	Manhattan Min. Ev.	2
4528	No WGD	0.01	10	24	MEDALT	7
4529	No WGD	0.01	10	24	MEDICC2	0
4530	Low WGD	0.075	20	21	Euclidean NJ	8
4531	Low WGD	0.075	20	21	Euclidean Min. Ev.	8
4532	Low WGD	0.075	20	21	Manhattan NJ	2
4533	Low WGD	0.075	20	21	Manhattan Min. Ev.	8
4534	Low WGD	0.075	20	21	MEDALT	13
4535	Low WGD	0.075	20	21	MEDICC2	2
4536	Low WGD	0.01	50	0	Euclidean NJ	26
4537	Low WGD	0.01	50	0	Euclidean Min. Ev.	28
4538	Low WGD	0.01	50	0	Manhattan NJ	24
4539	Low WGD	0.01	50	0	Manhattan Min. Ev.	28
4540	Low WGD	0.01	50	0	MEDALT	33
4541	Low WGD	0.01	50	0	MEDICC2	22
4542	High WGD	0.05	20	12	Euclidean NJ	6
4543	High WGD	0.05	20	12	Euclidean Min. Ev.	6
4544	High WGD	0.05	20	12	Manhattan NJ	2
4545	High WGD	0.05	20	12	Manhattan Min. Ev.	6
4546	High WGD	0.05	20	12	MEDALT	17
4547	High WGD	0.05	20	12	MEDICC2	0
4548	Low WGD	0.01	5	0	Euclidean NJ	2
4549	Low WGD	0.01	5	0	Euclidean Min. Ev.	2
4550	Low WGD	0.01	5	0	Manhattan NJ	0
4551	Low WGD	0.01	5	0	Manhattan Min. Ev.	2
4552	Low WGD	0.01	5	0	MEDALT	2
4553	Low WGD	0.01	5	0	MEDICC2	0
4554	Low WGD	0.075	5	14	Euclidean NJ	0
4555	Low WGD	0.075	5	14	Euclidean Min. Ev.	0
4556	Low WGD	0.075	5	14	Manhattan NJ	0
4557	Low WGD	0.075	5	14	Manhattan Min. Ev.	0
4558	Low WGD	0.075	5	14	MEDALT	3
4559	Low WGD	0.075	5	14	MEDICC2	0
4560	Low WGD	0.025	15	1	Euclidean NJ	6
4561	Low WGD	0.025	15	1	Euclidean Min. Ev.	6
4562	Low WGD	0.025	15	1	Manhattan NJ	4
4563	Low WGD	0.025	15	1	Manhattan Min. Ev.	6
4564	Low WGD	0.025	15	1	MEDALT	12
4565	Low WGD	0.025	15	1	MEDICC2	6
4566	Low WGD	0.01	5	4	Euclidean NJ	4
4567	Low WGD	0.01	5	4	Euclidean Min. Ev.	2
4568	Low WGD	0.01	5	4	Manhattan NJ	4
4569	Low WGD	0.01	5	4	Manhattan Min. Ev.	2
4570	Low WGD	0.01	5	4	MEDALT	3
4571	Low WGD	0.01	5	4	MEDICC2	2
4572	No WGD	0.05	3	23	Euclidean NJ	0
4573	No WGD	0.05	3	23	Euclidean Min. Ev.	0
4574	No WGD	0.05	3	23	Manhattan NJ	0
4575	No WGD	0.05	3	23	Manhattan Min. Ev.	0
4576	No WGD	0.05	3	23	MEDALT	1
4577	No WGD	0.05	3	23	MEDICC2	0
4578	High WGD	0.1	15	22	Euclidean NJ	6
4579	High WGD	0.1	15	22	Euclidean Min. Ev.	8
4580	High WGD	0.1	15	22	Manhattan NJ	0
4581	High WGD	0.1	15	22	Manhattan Min. Ev.	8
4582	High WGD	0.1	15	22	MEDALT	12
4583	High WGD	0.1	15	22	MEDICC2	4
4584	Low WGD	0.05	500	3	Euclidean NJ	382
4585	Low WGD	0.05	500	3	Euclidean Min. Ev.	276
4586	Low WGD	0.05	500	3	Manhattan NJ	256
4587	Low WGD	0.05	500	3	Manhattan Min. Ev.	276
4588	Low WGD	0.05	500	3	MEDALT	446
4589	Low WGD	0.05	500	3	MEDICC2	258
4590	Low WGD	0.075	5	5	Euclidean NJ	0
4591	Low WGD	0.075	5	5	Euclidean Min. Ev.	2
4592	Low WGD	0.075	5	5	Manhattan NJ	0
4593	Low WGD	0.075	5	5	Manhattan Min. Ev.	2
4594	Low WGD	0.075	5	5	MEDALT	3
4595	Low WGD	0.075	5	5	MEDICC2	0
4596	High WGD	0.1	3	3	Euclidean NJ	0
4597	High WGD	0.1	3	3	Euclidean Min. Ev.	0
4598	High WGD	0.1	3	3	Manhattan NJ	0
4599	High WGD	0.1	3	3	Manhattan Min. Ev.	0
4600	High WGD	0.1	3	3	MEDALT	1
4601	High WGD	0.1	3	3	MEDICC2	0
4602	High WGD	0.1	15	13	Euclidean NJ	6
4603	High WGD	0.1	15	13	Euclidean Min. Ev.	6
4604	High WGD	0.1	15	13	Manhattan NJ	2
4605	High WGD	0.1	15	13	Manhattan Min. Ev.	6
4606	High WGD	0.1	15	13	MEDALT	12
4607	High WGD	0.1	15	13	MEDICC2	6
4608	Low WGD	0.05	100	1	Euclidean NJ	36
4609	Low WGD	0.05	100	1	Euclidean Min. Ev.	28
4610	Low WGD	0.05	100	1	Manhattan NJ	30
4611	Low WGD	0.05	100	1	Manhattan Min. Ev.	28
4612	Low WGD	0.05	100	1	MEDALT	94
4613	Low WGD	0.05	100	1	MEDICC2	32
4614	No WGD	0.1	5	3	Euclidean NJ	0
4615	No WGD	0.1	5	3	Euclidean Min. Ev.	0
4616	No WGD	0.1	5	3	Manhattan NJ	0
4617	No WGD	0.1	5	3	Manhattan Min. Ev.	0
4618	No WGD	0.1	5	3	MEDALT	3
4619	No WGD	0.1	5	3	MEDICC2	0
4620	Low WGD	0.05	5	7	Euclidean NJ	0
4621	Low WGD	0.05	5	7	Euclidean Min. Ev.	0
4622	Low WGD	0.05	5	7	Manhattan NJ	0
4623	Low WGD	0.05	5	7	Manhattan Min. Ev.	0
4624	Low WGD	0.05	5	7	MEDALT	2
4625	Low WGD	0.05	5	7	MEDICC2	0
4626	No WGD	0.025	20	22	Euclidean NJ	8
4627	No WGD	0.025	20	22	Euclidean Min. Ev.	8
4628	No WGD	0.025	20	22	Manhattan NJ	6
4629	No WGD	0.025	20	22	Manhattan Min. Ev.	8
4630	No WGD	0.025	20	22	MEDALT	15
4631	No WGD	0.025	20	22	MEDICC2	2
4632	Low WGD	0.025	500	2	Euclidean NJ	294
4633	Low WGD	0.025	500	2	Euclidean Min. Ev.	224
4634	Low WGD	0.025	500	2	Manhattan NJ	214
4635	Low WGD	0.025	500	2	Manhattan Min. Ev.	224
4636	Low WGD	0.025	500	2	MEDALT	433
4637	Low WGD	0.025	500	2	MEDICC2	208
4638	High WGD	0.01	15	8	Euclidean NJ	2
4639	High WGD	0.01	15	8	Euclidean Min. Ev.	6
4640	High WGD	0.01	15	8	Manhattan NJ	6
4641	High WGD	0.01	15	8	Manhattan Min. Ev.	6
4642	High WGD	0.01	15	8	MEDALT	9
4643	High WGD	0.01	15	8	MEDICC2	6
4644	Low WGD	0.01	20	17	Euclidean NJ	6
4645	Low WGD	0.01	20	17	Euclidean Min. Ev.	6
4646	Low WGD	0.01	20	17	Manhattan NJ	2
4647	Low WGD	0.01	20	17	Manhattan Min. Ev.	6
4648	Low WGD	0.01	20	17	MEDALT	8
4649	Low WGD	0.01	20	17	MEDICC2	2
4650	Low WGD	0.025	10	22	Euclidean NJ	4
4651	Low WGD	0.025	10	22	Euclidean Min. Ev.	4
4652	Low WGD	0.025	10	22	Manhattan NJ	2
4653	Low WGD	0.025	10	22	Manhattan Min. Ev.	4
4654	Low WGD	0.025	10	22	MEDALT	7
4655	Low WGD	0.025	10	22	MEDICC2	0
4656	No WGD	0.01	10	22	Euclidean NJ	4
4657	No WGD	0.01	10	22	Euclidean Min. Ev.	4
4658	No WGD	0.01	10	22	Manhattan NJ	2
4659	No WGD	0.01	10	22	Manhattan Min. Ev.	4
4660	No WGD	0.01	10	22	MEDALT	6
4661	No WGD	0.01	10	22	MEDICC2	0
4662	Low WGD	0.025	100	4	Euclidean NJ	46
4663	Low WGD	0.025	100	4	Euclidean Min. Ev.	36
4664	Low WGD	0.025	100	4	Manhattan NJ	24
4665	Low WGD	0.025	100	4	Manhattan Min. Ev.	36
4666	Low WGD	0.025	100	4	MEDALT	93
4667	Low WGD	0.025	100	4	MEDICC2	18
4668	Low WGD	0.05	100	11	Euclidean NJ	48
4669	Low WGD	0.05	100	11	Euclidean Min. Ev.	40
4670	Low WGD	0.05	100	11	Manhattan NJ	20
4671	Low WGD	0.05	100	11	Manhattan Min. Ev.	40
4672	Low WGD	0.05	100	11	MEDALT	76
4673	Low WGD	0.05	100	11	MEDICC2	26
4674	Low WGD	0.1	15	18	Euclidean NJ	0
4675	Low WGD	0.1	15	18	Euclidean Min. Ev.	0
4676	Low WGD	0.1	15	18	Manhattan NJ	2
4677	Low WGD	0.1	15	18	Manhattan Min. Ev.	0
4678	Low WGD	0.1	15	18	MEDALT	13
4679	Low WGD	0.1	15	18	MEDICC2	2
4680	Low WGD	0.075	15	24	Euclidean NJ	4
4681	Low WGD	0.075	15	24	Euclidean Min. Ev.	0
4682	Low WGD	0.075	15	24	Manhattan NJ	0
4683	Low WGD	0.075	15	24	Manhattan Min. Ev.	0
4684	Low WGD	0.075	15	24	MEDALT	11
4685	Low WGD	0.075	15	24	MEDICC2	2
4686	High WGD	0.075	15	10	Euclidean NJ	0
4687	High WGD	0.075	15	10	Euclidean Min. Ev.	0
4688	High WGD	0.075	15	10	Manhattan NJ	2
4689	High WGD	0.075	15	10	Manhattan Min. Ev.	0
4690	High WGD	0.075	15	10	MEDALT	12
4691	High WGD	0.075	15	10	MEDICC2	0
4692	No WGD	0.01	20	24	Euclidean NJ	6
4693	No WGD	0.01	20	24	Euclidean Min. Ev.	10
4694	No WGD	0.01	20	24	Manhattan NJ	14
4695	No WGD	0.01	20	24	Manhattan Min. Ev.	10
4696	No WGD	0.01	20	24	MEDALT	17
4697	No WGD	0.01	20	24	MEDICC2	10
4698	High WGD	0.075	20	13	Euclidean NJ	6
4699	High WGD	0.075	20	13	Euclidean Min. Ev.	8
4700	High WGD	0.075	20	13	Manhattan NJ	2
4701	High WGD	0.075	20	13	Manhattan Min. Ev.	8
4702	High WGD	0.075	20	13	MEDALT	19
4703	High WGD	0.075	20	13	MEDICC2	0
4704	Low WGD	0.025	50	21	Euclidean NJ	26
4705	Low WGD	0.025	50	21	Euclidean Min. Ev.	30
4706	Low WGD	0.025	50	21	Manhattan NJ	6
4707	Low WGD	0.025	50	21	Manhattan Min. Ev.	30
4708	Low WGD	0.025	50	21	MEDALT	58
4709	Low WGD	0.025	50	21	MEDICC2	10
4710	No WGD	0.1	15	11	Euclidean NJ	0
4711	No WGD	0.1	15	11	Euclidean Min. Ev.	0
4712	No WGD	0.1	15	11	Manhattan NJ	0
4713	No WGD	0.1	15	11	Manhattan Min. Ev.	0
4714	No WGD	0.1	15	11	MEDALT	13
4715	No WGD	0.1	15	11	MEDICC2	0
4716	Low WGD	0.025	250	3	Euclidean NJ	156
4717	Low WGD	0.025	250	3	Euclidean Min. Ev.	108
4718	Low WGD	0.025	250	3	Manhattan NJ	106
4719	Low WGD	0.025	250	3	Manhattan Min. Ev.	108
4720	Low WGD	0.025	250	3	MEDALT	218
4721	Low WGD	0.025	250	3	MEDICC2	96
4722	Low WGD	0.01	50	2	Euclidean NJ	16
4723	Low WGD	0.01	50	2	Euclidean Min. Ev.	18
4724	Low WGD	0.01	50	2	Manhattan NJ	8
4725	Low WGD	0.01	50	2	Manhattan Min. Ev.	18
4726	Low WGD	0.01	50	2	MEDALT	42
4727	Low WGD	0.01	50	2	MEDICC2	14
4728	Low WGD	0.01	50	3	Euclidean NJ	32
4729	Low WGD	0.01	50	3	Euclidean Min. Ev.	28
4730	Low WGD	0.01	50	3	Manhattan NJ	20
4731	Low WGD	0.01	50	3	Manhattan Min. Ev.	28
4732	Low WGD	0.01	50	3	MEDALT	36
4733	Low WGD	0.01	50	3	MEDICC2	20
4734	High WGD	0.075	20	6	Euclidean NJ	8
4735	High WGD	0.075	20	6	Euclidean Min. Ev.	8
4736	High WGD	0.075	20	6	Manhattan NJ	6
4737	High WGD	0.075	20	6	Manhattan Min. Ev.	8
4738	High WGD	0.075	20	6	MEDALT	16
4739	High WGD	0.075	20	6	MEDICC2	4
4740	No WGD	0.05	10	8	Euclidean NJ	4
4741	No WGD	0.05	10	8	Euclidean Min. Ev.	4
4742	No WGD	0.05	10	8	Manhattan NJ	0
4743	No WGD	0.05	10	8	Manhattan Min. Ev.	4
4744	No WGD	0.05	10	8	MEDALT	5
4745	No WGD	0.05	10	8	MEDICC2	0
4746	High WGD	0.025	15	14	Euclidean NJ	6
4747	High WGD	0.025	15	14	Euclidean Min. Ev.	4
4748	High WGD	0.025	15	14	Manhattan NJ	2
4749	High WGD	0.025	15	14	Manhattan Min. Ev.	4
4750	High WGD	0.025	15	14	MEDALT	12
4751	High WGD	0.025	15	14	MEDICC2	2
4752	High WGD	0.1	3	18	Euclidean NJ	0
4753	High WGD	0.1	3	18	Euclidean Min. Ev.	0
4754	High WGD	0.1	3	18	Manhattan NJ	0
4755	High WGD	0.1	3	18	Manhattan Min. Ev.	0
4756	High WGD	0.1	3	18	MEDALT	0
4757	High WGD	0.1	3	18	MEDICC2	0
4758	High WGD	0.075	10	0	Euclidean NJ	2
4759	High WGD	0.075	10	0	Euclidean Min. Ev.	2
4760	High WGD	0.075	10	0	Manhattan NJ	2
4761	High WGD	0.075	10	0	Manhattan Min. Ev.	2
4762	High WGD	0.075	10	0	MEDALT	8
4763	High WGD	0.075	10	0	MEDICC2	2
4764	High WGD	0.025	3	9	Euclidean NJ	0
4765	High WGD	0.025	3	9	Euclidean Min. Ev.	0
4766	High WGD	0.025	3	9	Manhattan NJ	0
4767	High WGD	0.025	3	9	Manhattan Min. Ev.	0
4768	High WGD	0.025	3	9	MEDALT	2
4769	High WGD	0.025	3	9	MEDICC2	0
4770	High WGD	0.075	3	3	Euclidean NJ	0
4771	High WGD	0.075	3	3	Euclidean Min. Ev.	0
4772	High WGD	0.075	3	3	Manhattan NJ	0
4773	High WGD	0.075	3	3	Manhattan Min. Ev.	0
4774	High WGD	0.075	3	3	MEDALT	1
4775	High WGD	0.075	3	3	MEDICC2	0
4776	No WGD	0.01	5	23	Euclidean NJ	2
4777	No WGD	0.01	5	23	Euclidean Min. Ev.	2
4778	No WGD	0.01	5	23	Manhattan NJ	2
4779	No WGD	0.01	5	23	Manhattan Min. Ev.	2
4780	No WGD	0.01	5	23	MEDALT	3
4781	No WGD	0.01	5	23	MEDICC2	2
4782	Low WGD	0.075	5	19	Euclidean NJ	0
4783	Low WGD	0.075	5	19	Euclidean Min. Ev.	0
4784	Low WGD	0.075	5	19	Manhattan NJ	0
4785	Low WGD	0.075	5	19	Manhattan Min. Ev.	0
4786	Low WGD	0.075	5	19	MEDALT	3
4787	Low WGD	0.075	5	19	MEDICC2	0
4788	No WGD	0.075	3	19	Euclidean NJ	0
4789	No WGD	0.075	3	19	Euclidean Min. Ev.	0
4790	No WGD	0.075	3	19	Manhattan NJ	0
4791	No WGD	0.075	3	19	Manhattan Min. Ev.	0
4792	No WGD	0.075	3	19	MEDALT	-1
4793	No WGD	0.075	3	19	MEDICC2	0
4794	High WGD	0.01	5	5	Euclidean NJ	0
4795	High WGD	0.01	5	5	Euclidean Min. Ev.	0
4796	High WGD	0.01	5	5	Manhattan NJ	2
4797	High WGD	0.01	5	5	Manhattan Min. Ev.	0
4798	High WGD	0.01	5	5	MEDALT	1
4799	High WGD	0.01	5	5	MEDICC2	0
4800	No WGD	0.1	15	7	Euclidean NJ	10
4801	No WGD	0.1	15	7	Euclidean Min. Ev.	8
4802	No WGD	0.1	15	7	Manhattan NJ	4
4803	No WGD	0.1	15	7	Manhattan Min. Ev.	8
4804	No WGD	0.1	15	7	MEDALT	14
4805	No WGD	0.1	15	7	MEDICC2	4
4806	No WGD	0.025	3	22	Euclidean NJ	0
4807	No WGD	0.025	3	22	Euclidean Min. Ev.	0
4808	No WGD	0.025	3	22	Manhattan NJ	0
4809	No WGD	0.025	3	22	Manhattan Min. Ev.	0
4810	No WGD	0.025	3	22	MEDALT	1
4811	No WGD	0.025	3	22	MEDICC2	0
4812	No WGD	0.1	3	5	Euclidean NJ	0
4813	No WGD	0.1	3	5	Euclidean Min. Ev.	0
4814	No WGD	0.1	3	5	Manhattan NJ	0
4815	No WGD	0.1	3	5	Manhattan Min. Ev.	0
4816	No WGD	0.1	3	5	MEDALT	1
4817	No WGD	0.1	3	5	MEDICC2	0
4818	Low WGD	0.075	20	14	Euclidean NJ	2
4819	Low WGD	0.075	20	14	Euclidean Min. Ev.	2
4820	Low WGD	0.075	20	14	Manhattan NJ	0
4821	Low WGD	0.075	20	14	Manhattan Min. Ev.	2
4822	Low WGD	0.075	20	14	MEDALT	17
4823	Low WGD	0.075	20	14	MEDICC2	0
4824	High WGD	0.025	15	7	Euclidean NJ	0
4825	High WGD	0.025	15	7	Euclidean Min. Ev.	0
4826	High WGD	0.025	15	7	Manhattan NJ	2
4827	High WGD	0.025	15	7	Manhattan Min. Ev.	0
4828	High WGD	0.025	15	7	MEDALT	15
4829	High WGD	0.025	15	7	MEDICC2	0
4830	Low WGD	0.025	10	21	Euclidean NJ	2
4831	Low WGD	0.025	10	21	Euclidean Min. Ev.	2
4832	Low WGD	0.025	10	21	Manhattan NJ	0
4833	Low WGD	0.025	10	21	Manhattan Min. Ev.	2
4834	Low WGD	0.025	10	21	MEDALT	7
4835	Low WGD	0.025	10	21	MEDICC2	0
4836	High WGD	0.025	3	15	Euclidean NJ	0
4837	High WGD	0.025	3	15	Euclidean Min. Ev.	0
4838	High WGD	0.025	3	15	Manhattan NJ	0
4839	High WGD	0.025	3	15	Manhattan Min. Ev.	0
4840	High WGD	0.025	3	15	MEDALT	-1
4841	High WGD	0.025	3	15	MEDICC2	0
4842	Low WGD	0.05	15	11	Euclidean NJ	4
4843	Low WGD	0.05	15	11	Euclidean Min. Ev.	4
4844	Low WGD	0.05	15	11	Manhattan NJ	2
4845	Low WGD	0.05	15	11	Manhattan Min. Ev.	4
4846	Low WGD	0.05	15	11	MEDALT	8
4847	Low WGD	0.05	15	11	MEDICC2	0
4848	No WGD	0.1	3	13	Euclidean NJ	0
4849	No WGD	0.1	3	13	Euclidean Min. Ev.	0
4850	No WGD	0.1	3	13	Manhattan NJ	0
4851	No WGD	0.1	3	13	Manhattan Min. Ev.	0
4852	No WGD	0.1	3	13	MEDALT	1
4853	No WGD	0.1	3	13	MEDICC2	0
4854	No WGD	0.1	15	4	Euclidean NJ	0
4855	No WGD	0.1	15	4	Euclidean Min. Ev.	0
4856	No WGD	0.1	15	4	Manhattan NJ	2
4857	No WGD	0.1	15	4	Manhattan Min. Ev.	0
4858	No WGD	0.1	15	4	MEDALT	13
4859	No WGD	0.1	15	4	MEDICC2	2
